135;2020-11-25;Nissan Murano II (Z51) Рестайлинг 2;nissan;murano;3.5 л / 249 л.с. / Бензин;вариатор;полный;красный;2012;89 000 км;1 010 000 ₽
136;2020-11-25;Renault Arkana I;renault;arkana;1.6 л / 114 л.с. / Бензин;вариатор;передний;серый;2019;24 696 км;1 123 000 ₽
137;2020-11-25;Porsche Panamera  I 4S;porsche;panamera;4.8 л / 400 л.с. / Бензин;робот;полный;серебристый;2011;7 000 км;2 330 000 ₽
138;2020-11-25;Volkswagen Touareg II Рестайлинг;volkswagen;touareg;3.6 л / 249 л.с. / Бензин;автомат;полный;чёрный;2015;154 918 км;1 698 000 ₽
139;2020-11-25;Porsche Panamera  I 4;porsche;panamera;3.6 л / 300 л.с. / Бензин;робот;полный;белый;2011;91 000 км;2 180 000 ₽
140;2020-11-25;BMW X5 M III (F95);bmw;x5_m;4.4 л / 600 л.с. / Бензин;автомат;полный;чёрный;2020;70 км;10 200 000 ₽
141;2020-11-25;УАЗ Patriot  I 3163;uaz;patriot;2.7 л / 128 л.с. / Бензин;механика;полный;чёрный;2009;112 582 км;220 000 ₽
142;2020-11-25;Porsche Cayenne  II Рестайлинг (958) S;porsche;cayenne;3.6 л / 420 л.с. / Бензин;автомат;полный;коричневый;2015;79 123 км;3 085 000 ₽
143;2020-11-25;Volvo XC60 I Рестайлинг;volvo;xc60;2.4 л / 181 л.с. / Дизель;автомат;полный;синий;2014;107 000 км;1 599 000 ₽
144;2020-11-25;Infiniti G  IV G35;infiniti;g35;3.5 л / 315 л.с. / Бензин;автомат;полный;серебристый;2008;246 912 км;442 000 ₽
145;2020-11-25;Volvo XC60 I Рестайлинг;volvo;xc60;2.4 л / 215 л.с. / Дизель;автомат;полный;коричневый;2014;128 329 км;1 357 000 ₽
146;2020-11-25;Hyundai Solaris I;hyundai;solaris;1.4 л / 107 л.с. / Бензин;механика;передний;белый;2012;149 000 км;385 000 ₽
147;2020-11-25;Mazda 6 I (GG);mazda;6;1.8 л / 120 л.с. / Бензин;механика;передний;синий;2005;161 000 км;289 000 ₽
148;2020-11-25;Acura MDX III Рестайлинг 1;acura;mdx;3.5 л / 290 л.с. / Бензин;автомат;полный;белый;2015;74 551 км;2 150 000 ₽
149;2020-11-25;Mercedes-Benz CL-Класс AMG  II (C216) 63 AMG;mercedes;cl_klasse_amg;6.2 л / 525 л.с. / Бензин;автомат;задний;синий;2008;4 242 км;3 398 000 ₽
150;2020-11-25;Mazda 6 III (GJ) Рестайлинг;mazda;6;2.5 л / 192 л.с. / Бензин;автомат;передний;красный;2016;75 000 км;1 750 000 ₽
151;2020-11-25;Mercedes-Benz E-Класс  V (W213, S213, C238) Рестайлинг 200;mercedes;e_klasse;2.0 л / 197 л.с. / Бензин;автомат;полный;чёрный;2020;1 051 км;4 720 000 ₽
152;2020-11-25;Ford Escape II;ford;escape;2.5 л / 171 л.с. / Бензин;автомат;передний;чёрный;2011;209 316 км;694 000 ₽
153;2020-11-25;BMW 5 серии Gran Turismo VI (F10/F11/F07) 530d;bmw;5er;3.0 л / 245 л.с. / Дизель;автомат;задний;синий;2009;156 000 км;1 100 000 ₽
154;2020-11-25;Toyota Sequoia II Рестайлинг;toyota;sequoia;5.7 л / 381 л.с. / Бензин;автомат;полный;белый;2020;60 км;8 545 600 ₽
155;2020-11-25;Mazda CX-9 I Рестайлинг;mazda;cx_9;3.7 л / 277 л.с. / Бензин;автомат;полный;белый;2012;159 277 км;954 000 ₽
156;2020-11-25;Mitsubishi Pajero IV;mitsubishi;pajero;3.2 л / 165 л.с. / Дизель;автомат;полный;зелёный;2007;126 000 км;969 000 ₽
157;2020-11-25;Honda CR-Z  Hybrid;honda;cr_z;1.5 л / 112 л.с. / Гибрид;вариатор;передний;серый;2010;172 588 км;735 322 ₽
158;2020-11-25;Hyundai Santa Fe III;hyundai;santa_fe;2.2 л / 197 л.с. / Дизель;автомат;полный;белый;2012;112 000 км;970 000 ₽
159;2020-11-25;Suzuki SX4 I (Classic);suzuki;sx4;1.6 л / 106 л.с. / Бензин;механика;полный;красный;2008;89 274 км;480 000 ₽
160;2020-11-25;LADA (ВАЗ) Priora I;vaz;2170;1.6 л / 98 л.с. / Бензин;механика;передний;серебристый;2011;69 000 км;219 000 ₽
161;2020-11-25;Rolls-Royce Ghost I;rolls_royce;ghost;6.6 л / 570 л.с. / Бензин;автомат;задний;белый;2011;68 100 км;9 170 000 ₽
162;2020-11-25;Volvo XC90 II;volvo;xc90;2.0 л / 235 л.с. / Дизель;автомат;полный;белый;2018;36 240 км;3 595 000 ₽
163;2020-11-25;Mazda CX-5 II;mazda;cx_5;2.0 л / 150 л.с. / Бензин;механика;передний;серебристый;2017;48 591 км;1 500 000 ₽
164;2020-11-25;Ford Galaxy II;ford;galaxy;2.0 л / 145 л.с. / Бензин;механика;передний;синий;2007;158 000 км;490 000 ₽
165;2020-11-25;BMW X7  I (G07) 30d;bmw;x7;3.0 л / 249 л.с. / Дизель;автомат;полный;чёрный;2020;10 км;7 698 000 ₽
166;2020-11-25;Honda CR-V IV;honda;cr_v;2.0 л / 150 л.с. / Бензин;автомат;полный;чёрный;2013;95 275 км;1 295 000 ₽
167;2020-11-25;Jeep Grand Cherokee IV (WK2) Рестайлинг;jeep;grand_cherokee;3.6 л / 286 л.с. / Бензин;автомат;полный;синий;2014;91 800 км;2 018 000 ₽
168;2020-11-25;Volkswagen Multivan T5 Рестайлинг;volkswagen;multivan;2.0 л / 180 л.с. / Дизель;робот;передний;серый;2010;165 623 км;1 645 000 ₽
169;2020-11-25;Porsche Cayenne  II (958) S;porsche;cayenne;4.8 л / 400 л.с. / Бензин;автомат;полный;чёрный;2012;122 319 км;1 449 000 ₽
